GameID,tournamentID,tournamentName,locationName,Country,TournamentPlayers,created_at,userId,armyId,playerId,armyName,opponentId,opponentArmyId,opponentArmy,gameNum,gameResult,gamePoints,tournamentResult
216,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,aPSN6BAGMS,g33HjqCsH4,N463-F684-KEJ6,Warp Coven,D9F2J7M3TV,pU36RuQWCD,Blooded,4,2,20,12
217,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,MFH4NHXXXN,pU36RuQWCD,TP04-KW6P-95VH,Blooded,AVVD0L4LVH,KW8kBVQRzg,Intercession,1,2,20,19
218,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,MFH4NHXXXN,pU36RuQWCD,TP04-KW6P-95VH,Blooded,215EH20PHD,oIGBgz0rWT,Kommandos,2,2,20,19
192,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,MFH4NHXXXN,pU36RuQWCD,TP04-KW6P-95VH,Blooded,RjlaQggGr1,iZGEmAny5r,Novitiates,3,0,9,19
189,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,MFH4NHXXXN,pU36RuQWCD,TP04-KW6P-95VH,Blooded,gXzjDNe2d2,ZyFjHyX7G0,Elucidian Starstriders,4,0,8,19
219,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,UWUozzHPHd,kK1j2CaKvq,ARHJ-MYY2-V0NH,Phobos Strike Team,9QQGRMh7ZZ,oIGBgz0rWT,Kommandos,1,0,15,14
214,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,UWUozzHPHd,kK1j2CaKvq,ARHJ-MYY2-V0NH,Phobos Strike Team,aPSN6BAGMS,g33HjqCsH4,Warp Coven,2,2,22,14
211,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,UWUozzHPHd,kK1j2CaKvq,ARHJ-MYY2-V0NH,Phobos Strike Team,tbAbdpQQpz,dtN8qEq6BG,Hive Fleet,3,2,19,14
195,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,UWUozzHPHd,kK1j2CaKvq,ARHJ-MYY2-V0NH,Phobos Strike Team,R8H4JMLF69,g33HjqCsH4,Warp Coven,4,0,17,14
219,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,9QQGRMh7ZZ,oIGBgz0rWT,2GHV-MTTT-VH3B,Kommandos,UWUozzHPHd,kK1j2CaKvq,Phobos Strike Team,1,2,21,15
191,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,9QQGRMh7ZZ,oIGBgz0rWT,2GHV-MTTT-VH3B,Kommandos,RjlaQggGr1,iZGEmAny5r,Novitiates,2,0,15,15
220,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,9QQGRMh7ZZ,oIGBgz0rWT,2GHV-MTTT-VH3B,Kommandos,D9F2J7M3TV,pU36RuQWCD,Blooded,3,2,19,15
198,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,9QQGRMh7ZZ,oIGBgz0rWT,2GHV-MTTT-VH3B,Kommandos,h2PyoGs0Fw,qcqbbnVVZB,Kasrkin,4,0,15,15
221,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,XH5XUEHVM1,kK1j2CaKvq,9QJB-RXX0-AED7,Phobos Strike Team,GDFIoGudXl,O68BVNHb2J,Legionary,1,2,15,18
182,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,XH5XUEHVM1,kK1j2CaKvq,9QJB-RXX0-AED7,Phobos Strike Team,xOls6aqNRZ,kK1j2CaKvq,Phobos Strike Team,2,0,10,18
222,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,XH5XUEHVM1,kK1j2CaKvq,9QJB-RXX0-AED7,Phobos Strike Team,05XHQKJPJ6,iZGEmAny5r,Novitiates,3,2,18,18
208,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,XH5XUEHVM1,kK1j2CaKvq,9QJB-RXX0-AED7,Phobos Strike Team,G6XK3N3CDK,tRd2ijWxXT,Void-Dancer Troupe,4,0,15,18
217,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,AVVD0L4LVH,KW8kBVQRzg,A06V-EBT4-4940,Intercession,MFH4NHXXXN,pU36RuQWCD,Blooded,1,0,11,17
223,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,AVVD0L4LVH,KW8kBVQRzg,A06V-EBT4-4940,Intercession,GDFIoGudXl,O68BVNHb2J,Legionary,2,2,20,17
224,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,AVVD0L4LVH,KW8kBVQRzg,A06V-EBT4-4940,Intercession,YRDF9A0MCC,kK1j2CaKvq,Phobos Strike Team,3,2,14,17
201,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,AVVD0L4LVH,KW8kBVQRzg,A06V-EBT4-4940,Intercession,18BQ6CLT9T,KW8kBVQRzg,Intercession,4,0,14,17
177,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,YRDF9A0MCC,kK1j2CaKvq,68HJ-9P0D-8TKF,Phobos Strike Team,T89KF8VX7R,qcqbbnVVZB,Kasrkin,1,0,15,16
225,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,YRDF9A0MCC,kK1j2CaKvq,68HJ-9P0D-8TKF,Phobos Strike Team,CkN4GQfA8H,O68BVNHb2J,Legionary,2,2,16,16
224,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,YRDF9A0MCC,kK1j2CaKvq,68HJ-9P0D-8TKF,Phobos Strike Team,AVVD0L4LVH,KW8kBVQRzg,Intercession,3,0,13,16
226,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,YRDF9A0MCC,kK1j2CaKvq,68HJ-9P0D-8TKF,Phobos Strike Team,1RX7MXH0Y6,KW8kBVQRzg,Intercession,4,2,18,16
209,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,ZX1uCYI1V2,KW8kBVQRzg,V1XV-LA2K-0UQ3,Intercession,tbAbdpQQpz,dtN8qEq6BG,Hive Fleet,1,0,11,21
206,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,ZX1uCYI1V2,KW8kBVQRzg,V1XV-LA2K-0UQ3,Intercession,G6XK3N3CDK,tRd2ijWxXT,Void-Dancer Troupe,2,0,11,21
227,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,ZX1uCYI1V2,KW8kBVQRzg,V1XV-LA2K-0UQ3,Intercession,h3ZSMmTeFH,R4IaYOKArx,Corsair Voidscarred,3,2,14,21
228,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,ZX1uCYI1V2,KW8kBVQRzg,V1XV-LA2K-0UQ3,Intercession,ZhPQxznzBw,dtN8qEq6BG,Hive Fleet,4,2,20,21
229,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,215EH20PHD,oIGBgz0rWT,DJ0M-Q74D-G92M,Kommandos,ZhPQxznzBw,dtN8qEq6BG,Hive Fleet,1,2,20,20
218,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,215EH20PHD,oIGBgz0rWT,DJ0M-Q74D-G92M,Kommandos,MFH4NHXXXN,pU36RuQWCD,Blooded,2,0,12,20
188,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,215EH20PHD,oIGBgz0rWT,DJ0M-Q74D-G92M,Kommandos,gXzjDNe2d2,ZyFjHyX7G0,Elucidian Starstriders,3,0,7,20
230,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,215EH20PHD,oIGBgz0rWT,DJ0M-Q74D-G92M,Kommandos,05XHQKJPJ6,iZGEmAny5r,Novitiates,4,2,18,20
221,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,GDFIoGudXl,O68BVNHb2J,E7J5-NN6C-671X,Legionary,XH5XUEHVM1,kK1j2CaKvq,Phobos Strike Team,1,0,12,22
223,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,GDFIoGudXl,O68BVNHb2J,E7J5-NN6C-671X,Legionary,AVVD0L4LVH,KW8kBVQRzg,Intercession,2,0,7,22
231,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,GDFIoGudXl,O68BVNHb2J,E7J5-NN6C-671X,Legionary,PDDHBTUC48,REUTtSH8t6,Farstalker Kinband,3,2,21,22
232,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,GDFIoGudXl,O68BVNHb2J,E7J5-NN6C-671X,Legionary,EFG25WJEG1,KW8kBVQRzg,Intercession,4,2,15,22
233,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,R42WL81WGH,lOzL6SFTuO,565A-3DN4-2Y79,Imperial Navy Breachers,93DxYyzKk4,pU36RuQWCD,Blooded,1,0,3,23
234,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,R42WL81WGH,lOzL6SFTuO,565A-3DN4-2Y79,Imperial Navy Breachers,Unknown Opponent,Unknown Army ID,Unknown Army,2,2,12,23
235,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,R42WL81WGH,lOzL6SFTuO,565A-3DN4-2Y79,Imperial Navy Breachers,CkN4GQfA8H,O68BVNHb2J,Legionary,3,0,10,23
236,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,R42WL81WGH,lOzL6SFTuO,565A-3DN4-2Y79,Imperial Navy Breachers,9ER2FHDH10,KW8kBVQRzg,Intercession,4,2,17,23
213,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,CkN4GQfA8H,O68BVNHb2J,4FAB-F3MN-FQHN,Legionary,aPSN6BAGMS,g33HjqCsH4,Warp Coven,1,1,15,24
225,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,CkN4GQfA8H,O68BVNHb2J,4FAB-F3MN-FQHN,Legionary,YRDF9A0MCC,kK1j2CaKvq,Phobos Strike Team,2,0,15,24
235,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,CkN4GQfA8H,O68BVNHb2J,4FAB-F3MN-FQHN,Legionary,R42WL81WGH,lOzL6SFTuO,Imperial Navy Breachers,3,2,18,24
212,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,CkN4GQfA8H,O68BVNHb2J,4FAB-F3MN-FQHN,Legionary,tbAbdpQQpz,dtN8qEq6BG,Hive Fleet,4,0,14,24
237,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,iegoVggskC,ZyFjHyX7G0,GW7J-W183-HJ81,Elucidian Starstriders,h3ZSMmTeFH,R4IaYOKArx,Corsair Voidscarred,1,2,22,25
194,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,iegoVggskC,ZyFjHyX7G0,GW7J-W183-HJ81,Elucidian Starstriders,R8H4JMLF69,g33HjqCsH4,Warp Coven,2,0,12,25
238,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,iegoVggskC,ZyFjHyX7G0,GW7J-W183-HJ81,Elucidian Starstriders,BD7AMR2TDQ,tRd2ijWxXT,Void-Dancer Troupe,3,1,16,25
186,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,iegoVggskC,ZyFjHyX7G0,GW7J-W183-HJ81,Elucidian Starstriders,gbtLMlOkiX,REUTtSH8t6,Farstalker Kinband,4,0,11,25
187,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,BD7AMR2TDQ,tRd2ijWxXT,TETE-XUU9-MQUV,Void-Dancer Troupe,gXzjDNe2d2,ZyFjHyX7G0,Elucidian Starstriders,1,0,12,26
239,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,BD7AMR2TDQ,tRd2ijWxXT,TETE-XUU9-MQUV,Void-Dancer Troupe,3WXFKX1KOy,lOzL6SFTuO,Imperial Navy Breachers,2,2,21,26
238,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,BD7AMR2TDQ,tRd2ijWxXT,TETE-XUU9-MQUV,Void-Dancer Troupe,iegoVggskC,ZyFjHyX7G0,Elucidian Starstriders,3,1,16,26
204,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,BD7AMR2TDQ,tRd2ijWxXT,TETE-XUU9-MQUV,Void-Dancer Troupe,3NRQUM3PWK,YHDcQGGxCo,Imperial Guard,4,0,10,26
240,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,D9F2J7M3TV,pU36RuQWCD,R6JL-Y5D0-PTN8,Blooded,3WXFKX1KOy,lOzL6SFTuO,Imperial Navy Breachers,1,2,16,27
210,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,D9F2J7M3TV,pU36RuQWCD,R6JL-Y5D0-PTN8,Blooded,tbAbdpQQpz,dtN8qEq6BG,Hive Fleet,2,1,14,27
220,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,D9F2J7M3TV,pU36RuQWCD,R6JL-Y5D0-PTN8,Blooded,9QQGRMh7ZZ,oIGBgz0rWT,Kommandos,3,0,8,27
216,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,D9F2J7M3TV,pU36RuQWCD,R6JL-Y5D0-PTN8,Blooded,aPSN6BAGMS,g33HjqCsH4,Warp Coven,4,0,15,27
233,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,93DxYyzKk4,pU36RuQWCD,KH1X-8QQ5-8CY9,Blooded,R42WL81WGH,lOzL6SFTuO,Imperial Navy Breachers,1,2,21,35
178,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,93DxYyzKk4,pU36RuQWCD,KH1X-8QQ5-8CY9,Blooded,T89KF8VX7R,qcqbbnVVZB,Kasrkin,2,0,14,35
205,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,EFG25WJEG1,KW8kBVQRzg,TF18-XNP3-DH2L,Intercession,G6XK3N3CDK,tRd2ijWxXT,Void-Dancer Troupe,1,2,18,29
197,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,EFG25WJEG1,KW8kBVQRzg,TF18-XNP3-DH2L,Intercession,h2PyoGs0Fw,qcqbbnVVZB,Kasrkin,2,0,11,29
200,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,EFG25WJEG1,KW8kBVQRzg,TF18-XNP3-DH2L,Intercession,18BQ6CLT9T,KW8kBVQRzg,Intercession,3,0,12,29
232,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,EFG25WJEG1,KW8kBVQRzg,TF18-XNP3-DH2L,Intercession,GDFIoGudXl,O68BVNHb2J,Legionary,4,0,13,29
190,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,1RX7MXH0Y6,KW8kBVQRzg,5158-BJXK-D12T,Intercession,RjlaQggGr1,iZGEmAny5r,Novitiates,1,0,7,28
241,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,1RX7MXH0Y6,KW8kBVQRzg,5158-BJXK-D12T,Intercession,HLNNYFA2R9,lOzL6SFTuO,Imperial Navy Breachers,2,2,21,28
207,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,1RX7MXH0Y6,KW8kBVQRzg,5158-BJXK-D12T,Intercession,G6XK3N3CDK,tRd2ijWxXT,Void-Dancer Troupe,3,0,15,28
226,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,1RX7MXH0Y6,KW8kBVQRzg,5158-BJXK-D12T,Intercession,YRDF9A0MCC,kK1j2CaKvq,Phobos Strike Team,4,0,15,28
181,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,9ER2FHDH10,KW8kBVQRzg,UQJX-CMQV-XBWR,Intercession Squad,xOls6aqNRZ,kK1j2CaKvq,Phobos Strike Team,1,0,12,33
199,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,9ER2FHDH10,KW8kBVQRzg,UQJX-CMQV-XBWR,Intercession Squad,18BQ6CLT9T,KW8kBVQRzg,Intercession,2,0,6,33
242,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,9ER2FHDH10,KW8kBVQRzg,UQJX-CMQV-XBWR,Intercession Squad,HLNNYFA2R9,lOzL6SFTuO,Imperial Navy Breachers,3,2,7,33
236,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,9ER2FHDH10,KW8kBVQRzg,UQJX-CMQV-XBWR,Intercession Squad,R42WL81WGH,lOzL6SFTuO,Imperial Navy Breachers,4,0,16,33
196,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,05XHQKJPJ6,iZGEmAny5r,M3L9-PGKQ-95VH,Novitiates,h2PyoGs0Fw,qcqbbnVVZB,Kasrkin,1,0,10,30
243,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,05XHQKJPJ6,iZGEmAny5r,M3L9-PGKQ-95VH,Novitiates,PDDHBTUC48,REUTtSH8t6,Farstalker Kinband,2,2,17,30
222,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,05XHQKJPJ6,iZGEmAny5r,M3L9-PGKQ-95VH,Novitiates,XH5XUEHVM1,kK1j2CaKvq,Phobos Strike Team,3,0,11,30
230,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,05XHQKJPJ6,iZGEmAny5r,M3L9-PGKQ-95VH,Novitiates,215EH20PHD,oIGBgz0rWT,Kommandos,4,0,16,30
229,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,ZhPQxznzBw,dtN8qEq6BG,78B1-RUV3-A685,Hive Fleet,215EH20PHD,oIGBgz0rWT,Kommandos,1,0,9,32
244,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,ZhPQxznzBw,dtN8qEq6BG,78B1-RUV3-A685,Hive Fleet,h3ZSMmTeFH,R4IaYOKArx,Corsair Voidscarred,2,2,16,32
203,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,ZhPQxznzBw,dtN8qEq6BG,78B1-RUV3-A685,Hive Fleet,3NRQUM3PWK,YHDcQGGxCo,Imperial Guard,3,0,8,32
228,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,ZhPQxznzBw,dtN8qEq6BG,78B1-RUV3-A685,Hive Fleet,ZX1uCYI1V2,KW8kBVQRzg,Intercession,4,0,11,32
193,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,PDDHBTUC48,REUTtSH8t6,B9EA-UDYV-D96U,Farstalker Kinband,R8H4JMLF69,g33HjqCsH4,Warp Coven,1,0,10,31
243,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,PDDHBTUC48,REUTtSH8t6,B9EA-UDYV-D96U,Farstalker Kinband,05XHQKJPJ6,iZGEmAny5r,Novitiates,2,0,11,31
231,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,PDDHBTUC48,REUTtSH8t6,B9EA-UDYV-D96U,Farstalker Kinband,GDFIoGudXl,O68BVNHb2J,Legionary,3,0,13,31
245,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,PDDHBTUC48,REUTtSH8t6,B9EA-UDYV-D96U,Farstalker Kinband,3WXFKX1KOy,lOzL6SFTuO,Imperial Navy Breachers,4,2,18,31
237,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,h3ZSMmTeFH,R4IaYOKArx,8JJ1-34RN-A5U5,Corsair Voidscarred,iegoVggskC,ZyFjHyX7G0,Elucidian Starstriders,1,0,8,34
244,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,h3ZSMmTeFH,R4IaYOKArx,8JJ1-34RN-A5U5,Corsair Voidscarred,ZhPQxznzBw,dtN8qEq6BG,Hive Fleet,2,0,14,34
227,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,h3ZSMmTeFH,R4IaYOKArx,8JJ1-34RN-A5U5,Corsair Voidscarred,ZX1uCYI1V2,KW8kBVQRzg,Intercession,3,0,5,34
246,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,h3ZSMmTeFH,R4IaYOKArx,8JJ1-34RN-A5U5,Corsair Voidscarred,HLNNYFA2R9,lOzL6SFTuO,Imperial Navy Breachers,4,2,11,34
202,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,HLNNYFA2R9,lOzL6SFTuO,EL5N-74G0-8Q4Q,Imperial Navy Breachers,3NRQUM3PWK,YHDcQGGxCo,Imperial Guard,1,0,7,37
241,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,HLNNYFA2R9,lOzL6SFTuO,EL5N-74G0-8Q4Q,Imperial Navy Breachers,1RX7MXH0Y6,KW8kBVQRzg,Intercession,2,0,5,37
242,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,HLNNYFA2R9,lOzL6SFTuO,EL5N-74G0-8Q4Q,Imperial Navy Breachers,9ER2FHDH10,KW8kBVQRzg,Intercession,3,0,4,37
246,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,HLNNYFA2R9,lOzL6SFTuO,EL5N-74G0-8Q4Q,Imperial Navy Breachers,h3ZSMmTeFH,R4IaYOKArx,Corsair Voidscarred,4,0,10,37
240,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,3WXFKX1KOy,lOzL6SFTuO,AEGR-VLWQ-ABBA,Imperial Navy Breachers,D9F2J7M3TV,pU36RuQWCD,Blooded,1,0,13,36
239,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,3WXFKX1KOy,lOzL6SFTuO,AEGR-VLWQ-ABBA,Imperial Navy Breachers,BD7AMR2TDQ,tRd2ijWxXT,Void-Dancer Troupe,2,0,10,36
215,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,3WXFKX1KOy,lOzL6SFTuO,AEGR-VLWQ-ABBA,Imperial Navy Breachers,aPSN6BAGMS,g33HjqCsH4,Warp Coven,3,0,8,36
245,eQRbpDJHVB,Into The Dark: LWG Kill Team Series,Bad Moon Cafe,GB,37,2023-08-15T16:15:38.691Z,3WXFKX1KOy,lOzL6SFTuO,AEGR-VLWQ-ABBA,Imperial Navy Breachers,PDDHBTUC48,REUTtSH8t6,Farstalker Kinband,4,0,11,36
